# x unit_response displaced_response_per_kappa heated_response_per_kappa contrast_response_per_kappa
1.832031250e+02 -5.000157833e-02 -1.000031567e+02 -8.546591881e+01 -1.453723785e+01
1.833984375e+02 -5.000157840e-02 -1.000031568e+02 -8.546591893e+01 -1.453723788e+01
1.835937500e+02 -5.000157876e-02 -1.000031575e+02 -8.546591953e+01 -1.453723798e+01
1.837890625e+02 -5.000157882e-02 -1.000031576e+02 -8.546591964e+01 -1.453723800e+01
1.839843750e+02 -5.000157916e-02 -1.000031583e+02 -8.546592023e+01 -1.453723810e+01
1.841796875e+02 -5.000157922e-02 -1.000031584e+02 -8.546592033e+01 -1.453723811e+01
1.843750000e+02 -5.000157956e-02 -1.000031591e+02 -8.546592090e+01 -1.453723821e+01
1.845703125e+02 -5.000157961e-02 -1.000031592e+02 -8.546592099e+01 -1.453723822e+01
1.847656250e+02 -5.000157993e-02 -1.000031599e+02 -8.546592155e+01 -1.453723832e+01
1.849609375e+02 -5.000157998e-02 -1.000031600e+02 -8.546592162e+01 -1.453723833e+01
1.851562500e+02 -5.000158030e-02 -1.000031606e+02 -8.546592217e+01 -1.453723843e+01
1.853515625e+02 -5.000158033e-02 -1.000031607e+02 -8.546592223e+01 -1.453723844e+01
1.855468750e+02 -5.000158065e-02 -1.000031613e+02 -8.546592277e+01 -1.453723853e+01
1.857421875e+02 -5.000158068e-02 -1.000031614e+02 -8.546592281e+01 -1.453723854e+01
1.859375000e+02 -5.000158098e-02 -1.000031620e+02 -8.546592334e+01 -1.453723863e+01
1.861328125e+02 -5.000158100e-02 -1.000031620e+02 -8.546592338e+01 -1.453723863e+01
1.863281250e+02 -5.000158131e-02 -1.000031626e+02 -8.546592389e+01 -1.453723872e+01
1.865234375e+02 -5.000158132e-02 -1.000031626e+02 -8.546592392e+01 -1.453723872e+01
1.867187500e+02 -5.000158162e-02 -1.000031632e+02 -8.546592442e+01 -1.453723881e+01
1.869140625e+02 -5.000158163e-02 -1.000031633e+02 -8.546592444e+01 -1.453723881e+01
1.871093750e+02 -5.000158192e-02 -1.000031638e+02 -8.546592493e+01 -1.453723890e+01
1.873046875e+02 -5.000158192e-02 -1.000031638e+02 -8.546592494e+01 -1.453723890e+01
1.875000000e+02 -5.000158220e-02 -1.000031644e+02 -8.546592542e+01 -1.453723898e+01
1.876953125e+02 -5.000158220e-02 -1.000031644e+02 -8.546592542e+01 -1.453723898e+01
1.878906250e+02 -5.000158248e-02 -1.000031650e+02 -8.546592590e+01 -1.453723906e+01
1.880859375e+02 -5.000158247e-02 -1.000031649e+02 -8.546592589e+01 -1.453723906e+01
1.882812500e+02 -5.000158274e-02 -1.000031655e+02 -8.546592635e+01 -1.453723914e+01
1.884765625e+02 -5.000158273e-02 -1.000031655e+02 -8.546592633e+01 -1.453723913e+01
1.886718750e+02 -5.000158300e-02 -1.000031660e+02 -8.546592679e+01 -1.453723921e+01
1.888671875e+02 -5.000158298e-02 -1.000031660e+02 -8.546592676e+01 -1.453723921e+01
1.890625000e+02 -5.000158325e-02 -1.000031665e+02 -8.546592721e+01 -1.453723928e+01
1.892578125e+02 -5.000158322e-02 -1.000031664e+02 -8.546592717e+01 -1.453723928e+01
1.894531250e+02 -5.000158348e-02 -1.000031670e+02 -8.546592761e+01 -1.453723935e+01
1.896484375e+02 -5.000158346e-02 -1.000031669e+02 -8.546592757e+01 -1.453723934e+01
1.898437500e+02 -5.000158371e-02 -1.000031674e+02 -8.546592800e+01 -1.453723942e+01
1.900390625e+02 -5.000158368e-02 -1.000031674e+02 -8.546592795e+01 -1.453723941e+01
1.902343750e+02 -5.000158393e-02 -1.000031679e+02 -8.546592837e+01 -1.453723948e+01
1.904296875e+02 -5.000158389e-02 -1.000031678e+02 -8.546592832e+01 -1.453723947e+01
1.906250000e+02 -5.000158414e-02 -1.000031683e+02 -8.546592873e+01 -1.453723954e+01
1.908203125e+02 -5.000158410e-02 -1.000031682e+02 -8.546592867e+01 -1.453723953e+01
1.910156250e+02 -5.000158434e-02 -1.000031687e+02 -8.546592908e+01 -1.453723960e+01
1.912109375e+02 -5.000158430e-02 -1.000031686e+02 -8.546592901e+01 -1.453723959e+01
1.914062500e+02 -5.000158453e-02 -1.000031691e+02 -8.546592941e+01 -1.453723966e+01
1.916015625e+02 -5.000158449e-02 -1.000031690e+02 -8.546592933e+01 -1.453723964e+01
1.917968750e+02 -5.000158472e-02 -1.000031694e+02 -8.546592973e+01 -1.453723971e+01
1.919921875e+02 -5.000158467e-02 -1.000031693e+02 -8.546592965e+01 -1.453723970e+01
1.921875000e+02 -5.000158490e-02 -1.000031698e+02 -8.546593004e+01 -1.453723976e+01
1.923828125e+02 -5.000158485e-02 -1.000031697e+02 -8.546592995e+01 -1.453723975e+01
1.925781250e+02 -5.000158507e-02 -1.000031701e+02 -8.546593033e+01 -1.453723981e+01
1.927734375e+02 -5.000158502e-02 -1.000031700e+02 -8.546593024e+01 -1.453723980e+01
1.929687500e+02 -5.000158524e-02 -1.000031705e+02 -8.546593062e+01 -1.453723986e+01
1.931640625e+02 -5.000158518e-02 -1.000031704e+02 -8.546593052e+01 -1.453723985e+01
1.933593750e+02 -5.000158540e-02 -1.000031708e+02 -8.546593089e+01 -1.453723991e+01
1.935546875e+02 -5.000158534e-02 -1.000031707e+02 -8.546593078e+01 -1.453723989e+01
1.937500000e+02 -5.000158555e-02 -1.000031711e+02 -8.546593115e+01 -1.453723995e+01
1.939453125e+02 -5.000158549e-02 -1.000031710e+02 -8.546593104e+01 -1.453723994e+01
1.941406250e+02 -5.000158570e-02 -1.000031714e+02 -8.546593141e+01 -1.453724000e+01
1.943359375e+02 -5.000158563e-02 -1.000031713e+02 -8.546593129e+01 -1.453723998e+01
1.945312500e+02 -5.000158584e-02 -1.000031717e+02 -8.546593165e+01 -1.453724004e+01
1.947265625e+02 -5.000158577e-02 -1.000031715e+02 -8.546593153e+01 -1.453724002e+01
1.949218750e+02 -5.000158598e-02 -1.000031720e+02 -8.546593188e+01 -1.453724008e+01
1.951171875e+02 -5.000158591e-02 -1.000031718e+02 -8.546593176e+01 -1.453724006e+01
1.953125000e+02 -5.000158611e-02 -1.000031722e+02 -8.546593211e+01 -1.453724012e+01
1.955078125e+02 -5.000158604e-02 -1.000031721e+02 -8.546593198e+01 -1.453724009e+01
1.957031250e+02 -5.000158624e-02 -1.000031725e+02 -8.546593232e+01 -1.453724015e+01
1.958984375e+02 -5.000158616e-02 -1.000031723e+02 -8.546593219e+01 -1.453724013e+01
1.960937500e+02 -5.000158636e-02 -1.000031727e+02 -8.546593253e+01 -1.453724019e+01
1.962890625e+02 -5.000158628e-02 -1.000031726e+02 -8.546593239e+01 -1.453724017e+01
1.964843750e+02 -5.000158648e-02 -1.000031730e+02 -8.546593273e+01 -1.453724022e+01
1.966796875e+02 -5.000158639e-02 -1.000031728e+02 -8.546593259e+01 -1.453724020e+01
1.968750000e+02 -5.000158659e-02 -1.000031732e+02 -8.546593292e+01 -1.453724026e+01
1.970703125e+02 -5.000158650e-02 -1.000031730e+02 -8.546593278e+01 -1.453724023e+01
1.972656250e+02 -5.000158670e-02 -1.000031734e+02 -8.546593311e+01 -1.453724029e+01
1.974609375e+02 -5.000158661e-02 -1.000031732e+02 -8.546593296e+01 -1.453724026e+01
1.976562500e+02 -5.000158680e-02 -1.000031736e+02 -8.546593328e+01 -1.453724032e+01
1.978515625e+02 -5.000158671e-02 -1.000031734e+02 -8.546593313e+01 -1.453724029e+01
1.980468750e+02 -5.000158690e-02 -1.000031738e+02 -8.546593345e+01 -1.453724035e+01
1.982421875e+02 -5.000158681e-02 -1.000031736e+02 -8.546593330e+01 -1.453724032e+01
1.984375000e+02 -5.000158699e-02 -1.000031740e+02 -8.546593361e+01 -1.453724037e+01
1.986328125e+02 -5.000158690e-02 -1.000031738e+02 -8.546593345e+01 -1.453724035e+01
1.988281250e+02 -5.000158708e-02 -1.000031742e+02 -8.546593376e+01 -1.453724040e+01
1.990234375e+02 -5.000158698e-02 -1.000031740e+02 -8.546593359e+01 -1.453724037e+01
1.992187500e+02 -5.000158716e-02 -1.000031743e+02 -8.546593390e+01 -1.453724042e+01
1.994140625e+02 -5.000158705e-02 -1.000031741e+02 -8.546593371e+01 -1.453724039e+01
1.996093750e+02 -5.000158722e-02 -1.000031744e+02 -8.546593400e+01 -1.453724044e+01
1.998046875e+02 -5.000158710e-02 -1.000031742e+02 -8.546593379e+01 -1.453724040e+01
